100 100 1 300 50 100 1 1 0 0 0 0 0 0 0 0 0 0
100 100 1 300 50 100 2 1 0 0 0 0 0 0 0 0 0 0
100 100 1 300 50 100 2 2 0 0 0 0 0 0 0 0 0 0
100 100 1 300 50 100 3 1 0 0 0 0 0 0 0 0 0 0
100 100 1 300 50 100 3 2 0 0 0 0 0 0 0 0 0 0
100 100 1 300 50 100 3 3 0 0 0 0 0 0 0 0 0 0
100 300 1 300 50 100 1 1 0 0 0 0 0 0 0 0 0 0
100 300 1 300 50 100 2 1 0 0 0 0 0 0 0 0 0 0
100 300 1 300 50 100 2 2 0 0 0 0 0 0 0 0 0 0
100 300 1 300 50 100 3 1 0 0 0 0 0 0 0 0 0 0
100 300 1 300 50 100 3 2 0 0 0 0 0 0 0 0 0 0
100 300 1 300 50 100 3 3 0 0 0 0 0 0 0 0 0 0
100 500 1 300 50 100 1 1 0 0 0 0 0 0 0 0 0 0
100 500 1 300 50 100 2 1 0 0 0 0 0 0 0 0 0 0
100 500 1 300 50 100 2 2 0 0 0 0 0 0 0 0 0 0
100 500 1 300 50 100 3 1 0 0 0 0 0 0 0 0 0 0
100 500 1 300 50 100 3 2 0 0 0 0 0 0 0 0 0 0
100 500 1 300 50 100 3 3 0 0 0 0 0 0 0 0 0 0
200 100 1 300 50 100 1 1 0 0 0 0 0 0 0 0 0 0
200 100 1 300 50 100 2 1 0 0 0 0 0 0 0 0 0 0
200 100 1 300 50 100 2 2 0 0 0 0 0 0 0 0 0 0
200 100 1 300 50 100 3 1 0 0 0 0 0 0 0 0 0 0
200 100 1 300 50 100 3 2 0 0 0 0 0 0 0 0 0 0
200 100 1 300 50 100 3 3 0 0 0 0 0 0 0 0 0 0
200 300 1 300 50 100 1 1 0 0 0 0 0 0 0 0 0 0
200 300 1 300 50 100 2 1 0 0 0 0 0 0 0 0 0 0
200 300 1 300 50 100 2 2 0 0 0 0 0 0 0 0 0 0
200 300 1 300 50 100 3 1 0 0 0 0 0 0 0 0 0 0
200 300 1 300 50 100 3 2 0 0 0 0 0 0 0 0 0 0
200 300 1 300 50 100 3 3 0 0 0 0 0 0 0 0 0 0
200 500 1 300 50 100 1 1 0 0 0 0 0 0 0 0 0 0
200 500 1 300 50 100 2 1 0 0 0 0 0 0 0 0 0 0
200 500 1 300 50 100 2 2 0 0 0 0 0 0 0 0 0 0
200 500 1 300 50 100 3 1 0 0 0 0 0 0 0 0 0 0
200 500 1 300 50 100 3 2 0 0 0 0 0 0 0 0 0 0
200 500 1 300 50 100 3 3 0 0 0 0 0 0 0 0 0 0
